"name","thematic_area_id","thematic_area","interest_area_id","description","requirements","work_methods","optional_requirements"
"Practicante de comunicación",7,"communications",NULL,"¡VINCULATE CON NOSOTROS!MULTIEMPLEOS se encuentra en búsqueda de practicante universitario de Comunicación, que actualmente este cursando esta carrera profesional.Estudiante con conocimientos en esta áreaCon excelente actitud, disposición, trabajo en equipo y comunicación asertivaHorario: Lunes a viernes de 7:30AM A 5:30 PMTe esperamos en nuestro equipoContrato: Convenio de practicasAuxilio de sostenimientoCONTRATACION INMEDIATA!         Mostrar más           Mostrar menos. Oferta publicada por Multiempleos S.A. en Bogotá","[""recursos humanos"", ""trabajo en equipo"", ""trabajo"", ""recursos"", ""experiencia"", ""en equipo"", ""equipo""]",NULL,NULL
"¿Cómo podríamos implementar un sistema de indicadores o resultados financieros automáticos en la organización?",16,"finance",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"¿Como crear un aplicativo de escritorio para publicar y reservar hospedajes para una empresa?",6,"tech",NULL,"Crear un aplicativo de escritorio que permita publicar hospedajes como tambien reservar los hospedajes creados","[""trabajo en equipo"", ""java"", ""python"", ""programacion"", ""diseño""]","[""to_be_agreed""]",NULL
"¿Cómo podríamos obtener la información estratégica de nuestros usuarios para apoyar la toma de decisiones?",6,"tech",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Coordinadora Gestión Humana - sector restaurantes",13,"product",NULL,"Importante cadena de restaurantes requiere profesional con experiencia mínima de 5 años liderando procesos integrales de talento humano en empresas del sector, con fortaleza en nómina, seguridad social, relaciones laborales, selección y contratación, bienestar y desarrollo.Disponibilidad de trabajo presencial en zona Fontibon.         Mostrar más           Mostrar menos. Oferta publicada por Alentti en Bogotá","[""trabajo"", ""presencial"", ""experiencia"", ""talento humano"", ""cadena"", ""relaciones"", ""bienestar"", ""seguridad"", ""profesional"", ""proyectos""]",NULL,NULL
"¿Que estrategia de negocio usan para llegar a ser la marca numero uno de motos en Colombia?",4,"strategy",NULL,"Llegar a ser la marca mas vendida de motos en Colombia, ya que es un mercado que cada día crece mas en nuestro país como medio de transporte.",NULL,"[""to_be_agreed""]",NULL
"¿Cómo podríamos crear un modelo de desarrollo de habilidades blandas en los empleados?",9,"talent",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"¿Cómo podríamos asegurar el suministro de los insumos necesarios para evitar retrasos de producción?",18,"logistics",NULL,"Demoras en producción por falta de suministros",NULL,"[""to_be_agreed""]",NULL
"¿Cómo podríamos reconocer nuevas oportunidades de negocio, teniendo en cuenta nuestro público actual?",11,"market",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Analista de nomina",16,"finance",NULL,"Importante empresa de producción requiere analista de nomina con experiencia mínima de dos años en manejo y dominio de planta de 500 trabajadores. Debe contar con excelente manejo de Sistema Heinsohn y dominio de Excel avanzado. Manejo de incapacidades, novedades, ingresos, retiros, etc. Contar con estudio técnicos, tecnólogos, profesionales, estudiantes de carreras administrativas o afines como Contaduría, Finanzas, Ingeniería, Administración de empresas, etc. Ingreso inmediato, estabilidad laboral. Excelente trabajo en equipo, capacidad de análisis de información, atención al detalle. Tipo de puesto: Tiempo completo Salario: $2.000.000 - $2.200.000 al mes         Mostrar más           Mostrar menos. Oferta publicada por BAENAMORA en Bogotá","[""cadena"", ""experiencia"", ""analista"", ""trabajo"", ""cadena de suministro"", ""nomina"", ""empresa"", ""capacidad"", ""manejo""]",NULL,NULL
"Associate Consultant - Forensic Investigations",5,"legal",NULL,"Role PurposeThe Associate Consultant, working with the Compliance, Forensics & Intelligence team, will provide risk management consulting services across the full spectrum of corporate investigations, including but not limited to fraud, theft, corruption, anti-trust and intellectual property investigations and other types of problem solving for regional and multinational clients. The Associate Consultant will also help design, deliver and review compliance programs, consulting services and training to our clients. The overall objective of the consultant is to support clients and help to protect their integrity, reputation and assets when investing or operating in the region.RequirementsThe Associate Consultant will be an early-career professional, capable of growing in the role and assuming increased responsibility. They will be able to deliver projects and communicate with clients effectively with supervision from the line manager. They will also form part of a larger team and will benefit from the guidance of more senior consultants and the CFI Directors.Case workYour Personal Contributions Will Directly Impact The Success Of Our Organization As YouEnjoy challenging work in a fun and collegial environment. We are an organization that values the individual contributions of our team members. Exhibit technical expertise in the delivery of Legal Technology Consulting work streams Deliver high quality work product with impeccable attention to detail Ensure work is defensible and to an evidential standard as appropriate for tasks Support our investigation teams across regions Produce technical reports Support expert testimony in court as and when required Enhance current and develop new innovative reporting outputs for eDiscovery workflows Anticipate client needs and continually strive for ways to work efficiently Business development Support the cultivation of long-term relationships with clients through the delivery of high-quality projectsKnowledge and Experience At least 1 year of forensic technology/eDiscovery experience Appropriate knowledge of forensic technology and processes, with a particular focus on evidence collection and processing Familiarity with eDiscovery or investigations methodologies Experience working with at least one eDiscovery platform (for example Relativity, Nuix Discover, Reveal) Experience of consulting clients on their Technology Assisted Review workflows and the relative merits of Continuous ActiveLearning Demonstrable interpersonal skills and an ability to work effectively in teams Ability to build relationships internally and externally with stakeholders at all levels of an organisation Familiarity and interest in business development activities including researching and attending networking events, drafting thought pieces and presenting to clients Willingness to become an expert in the applicable tools and proof that through certifications (for example Relativity Certified Administrator, GCFE or Certified Brainspace Analyst), continuous advancement of professional credentials Experience living in Spanish-speaking Latin America. Solid presentation skills for technical and non-technical audiences Understanding of database design principles and querying skills Basic understanding of data analytics methodology and application Experience in cloud systems such as Office 365, AWSEssentialQualifications and Specialist Skills Fluency in Spanish, both written and oral, advanced business English Ability to present ideas persuasively to a business audience Ability to work efficiently under tight and often multiple deadlines High level of professionalism, dedication and discretion High ethical standards, inherent integrity and instinctive appreciation of ethical behavior Drive, enthusiasm and commitment Inquisitiveness, creative problem-solving and attention to detail Self-starting, allied with pragmatism and common sense Logical thinking with an analytical and organized mindset Pro-active, able to think outside the box Ability to interact successfully across and with various cultures Availability for travel internationally Awareness of other Forensic Technology competencies such as digital forensics, forensic data analytics and cyber Relativity certifications         Mostrar más           Mostrar menos. Oferta publicada por Control Risks en Bogotá","[""individual"", ""design"", ""data"", ""teams"", ""servicios"", ""digital"", ""responsabilidad"", ""networking"", ""risk"", ""work""]",NULL,NULL
"¿Cómo podríamos aplicar modelos de analítica para la toma decisiones?",4,"strategy",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"¿Cómo podríamos mejorar la comunicación con nuestros clientes para tener un servicio más efectivo/cercano?",7,"communications",NULL,"La comunicación con los clientes es formal y burocrática",NULL,"[""to_be_agreed""]",NULL
"¿Cómo podríamos crear una estrategia para crear nuevos productos o procesos utilizando recursos que no sean de la organización?",4,"strategy",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"¿Cómo podríamos crear un modelo de venta directa que para los clientes de la organización?",19,"sales",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"¿Cómo podríamos disminuir los cuellos de botella en la producción, incrementando la eficacia de los procesos?",15,"quality",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"¿Cómo podríamos aplicar el concepto de E-Commerce (comercio por Internet) en la organización para vender nuestros productos/servicios respondiendo a las necesidades de los usuarios?",14,"channels",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"¿Cómo podríamos demostrar nuestras mejores cualidades cómo organización empleadora por medio de nuestras comunidades (redes/blog/página)?",9,"talent",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"GERENTE SR DE PRODUCCION",13,"product",NULL,"Acerca de AbbottAbbott es líder mundial en cuidado de la salud, que crea ciencia innovadora para mejorar la salud de las personas. Siempre estamos mirando hacia el futuro, anticipando cambios en la ciencia y la tecnología médica.Trabajando en AbbottEn Abbott puedes hacer un trabajo que importa, crecer y aprender, cuidar de ti mismo y de tu familia, ser verdaderamente quién eres y vivir una vida plena.Tendrás Acceso a Desarrollo profesional con una empresa internacional donde podrás hacer crecer la carrera que sueñas. Una compañía reconocida como mejor lugar para trabajar en docenas de países alrededor del mundo y nombrada una de las empresas más admiradas del mundo por Fortune. Una compañía que es reconocida como una de las mejores empresas grandes para trabajar para las madres trabajadoras, mujeres ejecutivas y científicas y donde se valora la diversidad.La OportunidadEsta posición está ubicada en Bogotá en la división EPD Productos farmacéuticos establecidos. Estamos comprometidos a llevar los beneficios de nuestros medicamentos confiables a más personas en los países de más rápido crecimiento del mundo. Nuestro amplio portafolio de medicamentos genéricos de marca diferenciada y de alta calidad abarca múltiples áreas terapéuticas, incluidas la gastroenterología, la salud de la mujer, los cardiometabólicos, el manejo del dolor / sistema nervioso central y las vías respiratorias.Que harás Establecer la estrategia de operaciones de las plantas farmacéuticas, y dirigir los proyectos productivos complejos, elaborando cronogramas y planes y estimando los recursos humanos, herramientas y equipos necesarios para fabricar los productos. Mantener comunicación permanente con los líderes del área técnica para garantizar que los procesos productivos a su cargo cumplan con los parámetros normativos y de calidad establecidos. Coordinar con los gerentes de cada planta farmacéutica la integración de actividades en los planes de producción, estimaciones de costos y cronogramas. Mantener comunicación permanente con el equipo de demanda para asegurar la oportunidad en la entrega del producto de acuerdo a la planificación. Analizar y optimizar las variables y liderar los cambios en los procesos de las plantas farmacéuticas, y condiciones de operación de los equipos y máquinas del área productiva para mejorar las capacidades productivas de la organización. Elaboración de presupuestos para plantas farmacéuticas. Asegurar que los problemas técnicos en las plantas, relacionados con el cumplimiento, los estándares de calidad, el inventario, los materiales y el proceso de producción, se resuelvan a tiempo y de acuerdo con las normas.Cualificaciones requeridasProfesional en Química Farmacéutica, deseable especialización en gerencia de proyectosCualificaciones preferidasExperiencia aproximada de 10 años, deseable especialización en gerencia de proyectos.Aplicar ahoraSigue tus aspiraciones profesionales con Abbott para obtener diversas oportunidades con una empresa que puede ayudarte a construir tu futuro y vivir tu mejor vida. Abbott es un empleador de igualdad de oportunidades, comprometido con la diversidad de los empleados.Conéctese con nosotros en www.abbott.com, en Facebook en www.facebook.com/Abbott y en Twitter @AbbottNews y @AbbottGlobal.         Mostrar más           Mostrar menos. Oferta publicada por Abbott en Bogotá","[""profesional"", ""presupuestos"", ""procesos"", ""proyectos"", ""calidad"", ""equipo"", ""recursos"", ""empresa"", ""operaciones"", ""gerencia""]",NULL,NULL
"Analista de Gestión humana - Procesos de contratación, nómina, seguridad social",9,"talent",NULL,"En la Corporación Universitaria Minuto de Dios nos encontramos en la búsqueda de Analista de Gestión humana para desempenar su labor en la sede del municipio de Bello. Principales responsabilidades:Adelantar estudios y presentar informes de carácter técnico y estadístico.Apoyar la implementación del sistema de gestión de seguridad, salud en el trabajo y gestión ambiental, garantizando el cumplimiento de la normatividad vigente.Asegurar la correcta ejecución del procedimiento de reclutamiento y selección de personal que lleven a cabo los profesionales en Psicología que apoyen el proceso.Brindar asistencia técnica, administrativa u operativa, de acuerdo con instrucciones recibidas, y comprobar la eficacia de los métodos y procedimientos utilizados en el desarrollo de planes y programas.Disenar, desarrollar y aplicar sistemas de información, clasificación, actualización, manejo y conservación de recursos propios de UNIMINUTO.Ejecutar los procesos del macroproceso de Desarrollo integral del capital humano relacionado con los temas de inducción y reinducción, bienestar de colaboradores, gestión de desempeno, formación y desarrollo, y demás procedimientos o instructivos que se relacionen con el macroproceso.Ejecutar los procesos del macroproceso de Gestión humana relacionado con los temas de contratación, nómina, seguridad social, control disciplinario, desvinculación, y demás procedimientos o instructivos que se relacionen con el macroproceso.Prestar un excelente servicio al cliente, asegurando la respuesta y solución oportuna a sus necesidades. Tramitar la afiliación de los colaboradores al sistema de seguridad social (ARL, EPS, AFP y caja de compensación), en el momento de su ingreso y reportar las inconsistencias identificadas.Tramitar las incapacidades, novedades de contratación y la entrega de cartas de vencimiento dentro de los tiempos establecidos. Requisitos: Título de formación profesional universitaria en carreras Administrativas y/o económicas como Ingeniería Industrial, Contabilidad, Administración de empresas o afines.Experiencia total de 2 anos como Analista de Gestión humana.Conocimientos: ContrataciónIndispensable NóminaIndispensable Perfiles y CompetenciasIndispensable Seguridad socialIndispensable OfimáticaDeseable Seguridad, salud en el trabajo y Gestión AmbientalDeseable Salario mensual: $1.836.100 Con todas las prestaciones legales. Horario: Lunes a viernes de 8:00 a.m. a 6:00 p.m. sábados de 9:00 a.m. a 12:00 p.m. Contrato a término fijo directamente con la empresa. No pierdas esta gran oportunidad, queremos conocerte!      Mostrar más           Mostrar menos. Oferta publicada por Trabajo Joven Sí Hay en Medellín","[""planes"", ""normatividad"", ""informes"", ""social"", ""trabajo"", ""bienestar"", ""reclutamiento"", ""seguridad"", ""sistemas"", ""desarrollar""]",NULL,NULL
"Auxiliar administrativo",17,"consumer",NULL,"Nuestra empresa esta en la búsqueda de un auxiliar administrativo con conocimiento en el sector agropecuario.Funciones: Sera responsable de una amplia variedad de tareas administrativas relacionadas con el área de agronomía, apoyar en registros de salidas de insumos, solicitud de los mismos y manejo de archivo.Valoramos a alguien que sea apasionado por la agricultura sostenible y que esté dispuesto a mantenerse actualizado sobre las últimas tendencias y tecnologías en el campo. También valoramos la capacidad de resolución de problemas, la flexibilidad y la adaptabilidad para enfrentar los desafíos que puedan surgir durante la producción agropecuaria.         Mostrar más           Mostrar menos. Oferta publicada por PANACA S.A. en Quimbaya","[""auxiliar administrativo"", ""experiencia"", ""manejo"", ""auxiliar"", ""empresa"", ""agricultura"", ""administrativo"", ""capacidad"", ""conocimiento""]",NULL,NULL
"¿Cómo podríamos crear un modelo de venta directa que para los clientes de la organización?",19,"sales",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Aprendiz Técnico- Gerencia Comercial Regional, Inclusión Caribe",8,"design",NULL,"En Bancolombia sabemos que cuando trabajamos estamos creando momentos únicos para aportar al bienestar de TODOS. Por eso, nos unimos en torno a nuestro propósito, manteniendo las personas en el centro de nuestras acciones.¡Únete a este propósito y ayuda a nuestro equipo a construir un país mejor! Estamos buscando estudiantes que puedan proporcionar soluciones a las necesidades administrativas de la empresa, brindando un servicio cálido, cercano y respetuoso.¿Qué harías? Apoyo a la Gerencia Comercial Regional en la creación y actualización de informes estadísticos Diseño de presentaciones de datos en Excel y PowerPoint Seguimiento y actualización de informes de cartera vencida Actualizar informes de acuerdo al plan de gestión comercial Seguimiento semanal de los resultados consolidados divididos por zonas en la Región. Seguimiento a soluciones de temporada. ¿Qué estamos buscando? Nivel académico: ser estudiante técnico o tecnólogo Idealmente estar estudiando de carreras afines al sector financiero o a las ciencias sociales y humanas. Preferiblemente contar con experiencia en el sector finaciero. Tener habilidad para manejar dispositivos digitales como tabletas, celulares y computadores. Ser apasionado por ayudarle a los demás. ¿Qué te ofrecemos? Nuestras acciones están centradas en promover el desarrollo económico sostenible del país, tu trabajo será el reflejo de nuestro propósito. Nos apasiona reinventarnos, por eso encontrarás una organización que te invita a estar en constante aprendizaje y te reta cada día con nuevos desafíos, en medio de un ambiente de trabajo cercano y flexible. Nuestra idea de crecimiento es estar en constante evolución y retarnos para encontrar la mejor versión de sí mismos, por lo que brindamos espacios de formación y desarrollo a través de herramientas de autogestión y líderes que guían el proceso. Buscamos alcanzar resultados sobresalientes en el sector financiero, anteponiendo nuestros valores éticos y la integridad de nuestras acciones. ¿Cuáles serían tus condiciones laborales? Tipo de contrato: aprendizaje Jornada laboral: tiempo completo.      Mostrar más           Mostrar menos. Oferta publicada por Bancolombia en No especifica","[""ciencias sociales"", ""financiero"", ""aprendizaje"", ""servicio"", ""ciencias"", ""comercial"", ""desarrollo"", ""datos"", ""herramientas"", ""informes""]",NULL,NULL
"¿Cómo podríamos rediseñar nuestros servicios/productos para que puedan ser usados fácilmente por personas con discapacidad?",8,"design",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Aprendiz Universitario en Administración de Empresas, Comunicación Social, Mercadeo (35322)",8,"design",NULL,"En Bancolombia sabemos que cuando trabajamos estamos creando momentos únicos para aportar al bienestar de TODOS. Por eso, nos unimos en torno a nuestro propósito, manteniendo las personas en el centro de nuestras acciones.¡Únete a este propósito y ayuda a nuestro equipo a construir un país mejor!Tu rol como practicante estará orientado a proponer soluciones con el objetivo de generar valor para la organización y experiencias memorables en los usuarios de acuerdo con su necesidad. ¿A qué se dedica el área? Somos un equipo que asegura la experiencia de los clientes del negocio corporativo a través de la participación en las diferentes células de trabajo y en algunas EVC adicionales de manera transversal. ¿Qué harías? Apoyar la creación de informes, preparación de presentaciones y logística de eventos. Estructuración y análisis de bases de datos. Desarrollo del proyecto de grado en consonancia con los parámetros educativos e intereses del aprendiz y las necesidades del área. ¿Qué estamos buscando? Nivel académico: Aprendiz Universitario en Administración de Empresas, Comunicación Social con énfasis en Comunicación Organizacional, Mercadeo, carreras afines. Tener conocimientos específicos en Excel Intermedio, Herramientas Ofimáticas y otras Herramientas de Diseño básicas. Trabajo en equipo, excelentes competencias comunicativas y relacionales, Recursividad, Flexibilidad, Creatividad y Eficiencia en las tareas a realizar. Ubicación: Medellín ¿Qué te ofrecemos? Nuestras acciones están centradas en promover el desarrollo económico sostenible del país, tu trabajo será el reflejo de nuestro propósito. Nos apasiona reinventarnos, por eso encontrarás una organización que te invita a estar en constante aprendizaje y te reta cada día con nuevos desafíos en medio de un ambiente de trabajo cercano y flexible. Nuestra idea de crecimiento es estar en constante evolución y retarnos para encontrar la mejor versión de sí mismos, por lo que brindamos espacios de formación y desarrollo a través de herramientas de autogestión y líderes que guían el proceso. Buscamos alcanzar resultados sobresalientes en el sector financieros anteponiendo nuestros valores éticos y la integridad de nuestras acciones. ¿Cuáles serían tus condiciones laborales? Duración del contrato: mínimo 6 meses, máximo 1 año (De acuerdo con lo establecido en la universidad). Tipo de contrato: contrato aprendizaje - remunerado. Jornada laboral: tiempo completo de lunes a viernes. Ten presente que si tienes a tus padres o hijos en el Grupo Bancolombia puedes ser practicante, sin embargo, al finalizar tu periodo de práctica no podrás postularte a una vacante para vinculación como empleado.      Mostrar más           Mostrar menos. Oferta publicada por Bancolombia en No especifica","[""aprendizaje"", ""bases"", ""desarrollo"", ""herramientas"", ""experiencia"", ""proyecto"", ""no"", ""bienestar"", ""equipo"", ""trabajo""]",NULL,NULL
"Analista en gestión humana",9,"talent",NULL,"Nos encontramos en la búsqueda de técnicos, tecnólogos en carreras administrativas o de recursos humanos, con mínimo 1 año de experiencia en el área de nómina y recurso humano con énfasis en liquidación de mas 700 empleados, atención a trabajadores, procesos de contratación, incapacidades, tramites CCF, EPS y AFP.LUGAR DE TRABAJO CERCA AL CENTRO COMERCIAL PLAZA CENTRAL,Horario de Lunes a Viernes de 7:30 a 5:00 pm Presencial - Sábado de 8:00 am - 1:00 pm en casabásico $1.331.000 + Variable por cumplimiento de indicadores u objetivos 450.000 + Prestaciones de Ley + Beneficios.         Mostrar más           Mostrar menos. Oferta publicada por Messina Market & Catering en Bogotá","[""recursos"", ""procesos"", ""experiencia"", ""indicadores""]",NULL,NULL
"Gerente Territorial de Ventas [Bogotá]",8,"design",NULL,"Te estamos buscandoBuscamos personas con habilidades comerciales, persuasión y cercanía con nuestros usuarios, que cuenten con mínimo 5 años de experiencia en liderazgo de equipos de 7 o más supervisores de ventas.Nuestro Gerente será el encargado de Asegurar el cumplimiento de los objetivos comerciales del equipo de ventas regional a través del equipo de supervisores a cargo y del correcto uso de los recursos, herramientas y procesos administrativos, operativos y comerciales definidos.. ¿Te identifcas?Profesional en áreas administrativas, comerciales o mercadeo- deseable postgrado. Pensamiento estratégico y adaptabilidad cultural5 años de experiencia laboral como líder de equipos de 7 o más supervisores directos en la modalidad de canal TAT (Consumo Masivo), Droguerías (Categoría OTC)Conocimiento y manejo de canal TAT, fuerza de venta directa, distribución, enfocados a visitar micronegocios como lo son, restaurantes, tiendas de barrio, Minimarket, entre otrosDisponibilidad para viajarAmplio dominio de ExcelConocimiento en el diseño de actividades BTL, Visibilidad (POP) y Exhibición en el PDVConocimiento geográfico de las regiones asignadasAdministración de Territorios y cumplimiento de objetivosConocimientos en procesos de reclutamiento y selección de personal de ventasPensamiento estratégicoOrientación al detalle y actitud proactiva por desarrollar nuevas estrategias ¿Qué harás?Ejecutar los planes Estratégicos y Tácticos, definidos para las diferentes Verticales de NegocioDirigir y controlar los resultados de los indicadores de gestión comercial del equipo comercial a cargoGarantizar el cumplimiento de objetivos comerciales por parte de los supervisores y equipos comerciales a cargoRealizar supervisión y acompañamientos a la Fuerza de VentasDiseñar Planes Operativos de Ventas en las regiones asignadas, para incrementar la productividad de la Fuerza de Ventas y la penetración de mercadoDistribuir la cuota de ventas y los objetivos de las Palancas de Negocio asignadas, entre los supervisores de su equipo comercialAsegurar el cumplimiento de las políticas y procedimientos prestablecidosCapacitar, evaluar, desarrollar y motivar el equipo comercial a cargo ¿Pero, qué es Treinta?Somos una super-app fintech que ayuda a más de 50 millones de micronegocios en LATAM a digitalizar sus negociosNos convertimos en una de las startups de más rápido crecimiento de Latinoamérica, y ahora contamos con más de 7 millones de usuariosSomos un equipo muy joven con la ambición de diseñar herramientas que ayuden a los emprendedores a ser más eficientes y competitivos ¿Te querés sumar a este desafío? ¿Cómo trabajamos en Treinta? Treinta is a number: Hacemos todo lo posible por mejorar contantemente las métricas IPO Mindset Ecosistem Builder Work Hard and Enjoy You own your destiny [Meritocracy] Customer Obsession ¿Qué ofrecemos?Gran potencial para crecer dentro de la empresaAmbiente laboral enfocado a maximizar el aprendizajeCultura joven, flexible y orientada a la satisfacción de los empleadosImpacto real en el producto desde el día 0 Impactarás en el desarrollo de Treinta desde sus fases iniciales¡Conócenos mejor! Sigamos conectados:InstagramLinkedInFacebookTwitterTik TokYouTube El universo Treinta:www.treinta.co      Mostrar más           Mostrar menos. Oferta publicada por Treinta en Bogotá","[""planes"", ""ventas"", ""procesos"", ""reclutamiento"", ""experiencia"", ""cadena"", ""herramientas"", ""equipo"", ""manejo"", ""desarrollar""]",NULL,NULL
"Analista de Recursos humanos",9,"talent",NULL,"Estamos en búsqueda de Analista de gestión humana o recursos humanos, técnicos o tecnólogos con experiencia mínima de 1 año en procesos de recursos humanos como lo son conceptos nómina, atención a trabajadores, contratación, afiliación EPS, AFP,CCF y procesos disciplinarios.Horario: Lunes a viernes de 7:30 am a 5:30 pmSalario básico: $ 1.212.878 + Prestaciones de ley + Auxilio de transporte.         Mostrar más           Mostrar menos. Oferta publicada por ABBATANGELO LIONEL en Bogotá","[""empresarial"", ""experiencia"", ""recursos humanos"", ""procesos"", ""recursos""]",NULL,NULL
"¿Cómo podríamos optimizar los recursos en el proceso de producción para así disminuir los residuos?",15,"quality",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"¿Cómo podríamos crear una estrategia para que el consumidor compre los productos complementarios al principal (venta cruzada)?",19,"sales",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Financial Project Analyst Intern",16,"finance",NULL,"Position : Financial Project Analyst InternDuration: 1 year Come create the technology that helps the world act together Nokia is committed to innovation and technology leadership across mobile, fixed and cloud networks. Your career here will have a positive impact on people’s lives and will help us build the capabilities needed for a more productive, sustainable, and inclusive world. We challenge ourselves to create an inclusive way of working where we are open to new ideas, empowered to take risks and fearless to bring our authentic selves to work. Education Recommendations Ongoing college/university studies in finance, economics or related discipline in an accredited university in Colombia. What you will learn and contribute to: As part of our team, you will: Prepare standard and global reports for CO project financials utilized by GBS Financial Project Controllers Support Quantity (Master) Contract Maintenance/Set up and Service Order (SvO) Processing/Maintenance in SAP on request sent to GBS FPC Services Support SOX reporting, completes SOX reports and support evidences to various Customer Teams (CTs). Prepare documentation and reports, stores them on shared location Support Project closure (assist in WBS, SO, SVO closure, monthly report to Project Controller of “to be closed” closed projects), follow up with counterparts (Logistics, other Share Service Teams) Data clean up based on reports in SAP (GIT, open QC) What is Nokia looking for from me: You have a background in Finance, Economics, Industrial Engineering, Business or related fields You are proactive and responsible You have fluent command of business English and Spanish (both written and spoken). You are proficient in Excel Why we re awesome Nokia offers flexible and hybrid working schemes, continuous learning opportunities, well-being programs to support you mentally and physically, opportunities to join and get supported by employee resource groups, mentoring programs and highly diverse teams with an inclusive culture where people thrive and are empowered.Company Culture: We believe our people are our greatest asset and we aim to foster a fun, challenging, positive, and inclusive work environment. We offer 1-on-1 mentorship, learning and development opportunities, global impact and interaction, and flexible work/life balance.Meaningful Co-op Term: During your co-op term, you will have the opportunity to test out the latest technologies and work on innovative projects that could leave a global impact. You get to use skills learned in the classroom and apply it to real work situations while gaining professional hands-on experience.Join us and be part of a company where you will feel included and empowered to succeed.Follow and engage with us on social media:LinkedIn | Facebook | Instagram | Twitter @NokiaCareersChat with our Nokia insiders to ask questions and learn more about us!JobTrainee - TraineePrimary LocationLatin Americas-Colombia-Colombia-BogotaScheduleFull-time         Mostrar más           Mostrar menos. Oferta publicada por Nokia en Bogotá","[""project"", ""world"", ""classroom"", ""social"", ""work"", ""teams""]",NULL,NULL
"¿Cómo podríamos aplicar modelos de analítica para la toma decisiones?",4,"strategy",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"¿Cómo podríamos acortar los tiempos de espera para acceder a los servicios de la organización?",15,"quality",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Como hago para que los constructores medianos y pequeños me compren cemento y me perciban como un aliado confiable y no como un mero vendedor?",12,"incomes",NULL,"En momentos de coyuntura como el actual, es clave que las organizaciones reinventen sus modelos de ingresos: la forma de llegarle al cliente, de vender, el canal, el precio, el target, formas de pago...
Puede ser el momento para cambiar el target y enfocarse en empresas (B2B), en clientes (B2C), en gobierno (B2G), una combinación de estos o muchos otros.
Puede ser el momento de cambiar el modelo desde su raiz: Pago por unidad consumida, Suscripción, Freemium (no se cobra al usuario por probar el producto), Data,  Publicidad, Ofertas, Productos gratis y cobrar por servicios, ingresos compartidos, entre muchos otros.",NULL,"[""to_be_agreed""]",NULL
